Sr. No.,Company name,ISIN,BSE Symbol,BSE avg,NSE Symbol,NSE avg,MSE Symbol,MSE,Avg,"Categorization",,
175,INDIABULLS VENTURES LIMITED,INE274G01010,IBVENTURES," 15,530.99 ",IBVENTURES," 15,271.94 ",,," 15,401.47 ", Mid Cap ,,
176,NATCO PHARMA LTD.,INE987B01026,NATCOPHARM," 15,301.59 ",NATCOPHARM," 15,311.26 ",,," 15,306.42 ", Mid Cap ,,
177,JUBILANT FOODWORKS LIMITED,INE797F01012,JUBLFOOD," 15,250.43 ",JUBLFOOD," 15,251.49 ",,," 15,250.96 ", Mid Cap ,,
178,BHARAT FINANCIAL INCLUSION LIMITED,INE180K01011,BHARATFIN," 15,244.87 ",BHARATFIN," 15,237.43 ",,," 15,241.15 ", Mid Cap ,,
179,INFO EDGE (INDIA) LTD.,INE663F01024,NAUKRI," 15,218.01 ",NAUKRI," 15,223.00 ",,," 15,220.50 ", Mid Cap ,,
180,"APOLLO HOSPITALS ENTERPRISES LTD.,",INE437A01024,APOLLOHOSP," 15,148.14 ",APOLLOHOSP," 15,151.69 ",,," 15,149.92 ", Mid Cap ,,
181,BAYER CROPSCIENCE LIMITED.,INE462A01022,BAYERCROP," 15,077.30 ",,,,," 15,077.30 ", Mid Cap ,,
182,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,INE299U01018,CROMPTON," 14,933.56 ",CROMPTON," 14,948.51 ",,," 14,941.03 ", Mid Cap ,,
183,NLC INDIA LIMITED,INE589A01014,NLCINDIA," 14,183.27 ",NLCINDIA," 15,562.70 ",,," 14,872.98 ", Mid Cap ,,
184,GRAPHITE INDIA LTD.,INE371A01025,GRAPHITE," 14,698.16 ",GRAPHITE," 14,697.40 ",,," 14,697.78 ", Mid Cap ,,
185,COROMANDEL INTERNATIONAL LIMITED,INE169A01031,COROMANDEL," 14,648.53 ",COROMANDEL," 14,655.17 ",,," 14,651.85 ", Mid Cap ,,
186,WABCO INDIA LTD,INE342J01019,WABCOINDIA," 14,338.12 ",WABCOINDIA," 14,343.78 ",,," 14,340.95 ", Mid Cap ,,
187,SHRIRAM-CITY UNION FINANCE LTD.,INE722A01011,SHRIRAMCIT," 14,179.90 ",SHRIRAMCIT," 14,172.25 ",,," 14,176.08 ", Mid Cap ,,
188,"NATIONAL ALUMINIUM CO. LTD.,",INE139A01034,NATIONALUM," 14,109.99 ",NATIONALUM," 14,115.52 ",,," 14,112.76 ", Mid Cap ,,
189,MINDTREE  LIMITED,INE018I01017,MINDTREE," 14,044.46 ",MINDTREE," 14,048.06 ",,," 14,046.26 ", Mid Cap ,,
190,AIA ENGINEERING LTD.,INE212H01026,AIAENG," 14,023.13 ",AIAENG," 14,035.00 ",,," 14,029.06 ", Mid Cap ,,
191,HOUSING &URBAN DEVELOPMENT CORPORATION LTD.,INE031A01017,HUDCO," 13,965.19 ",HUDCO," 13,961.72 ",,," 13,963.45 ", Mid Cap ,,
192,THERMAX LTD.,INE152A01029,THERMAX," 13,872.99 ",THERMAX," 13,879.24 ",,," 13,876.11 ", Mid Cap ,,
193,AMARA RAJA BATTERIES LTD,INE885A01032,AMARAJABAT," 13,869.50 ",AMARAJABAT," 13,871.95 ",,," 13,870.73 ", Mid Cap ,,
194,DILIP BUILDCON LIMITED,INE917M01012,DBL," 13,550.45 ",DBL," 13,557.77 ",,," 13,554.11 ", Mid Cap ,,
195,SJVN LIMITED,INE002L01015,SJVN," 13,486.81 ",SJVN," 13,506.06 ",,," 13,496.44 ", Mid Cap ,,
196,CRISIL LTD.,INE007A01025,CRISIL," 13,461.19 ",CRISIL," 13,462.20 ",,," 13,461.69 ", Mid Cap ,,
197,MAX FINANCIAL SERVICES LIMITED,INE180A01020,MFSL," 13,244.87 ",MFSL," 13,249.45 ",,," 13,247.16 ", Mid Cap ,,
198,STERLITE TECHNOLOGIES LIMITED.,INE089C01029,STRTECH," 13,242.57 ",STRTECH," 13,245.56 ",,," 13,244.06 ", Mid Cap ,,
199,JUBILANT LIFE SCIENCES LIMITED,INE700A01033,JUBILANTORG," 13,185.75 ",JUBILANT," 13,187.13 ",,," 13,186.44 ", Mid Cap ,,
200,"CESC LIMITED,",INE486A01013,CESC," 12,731.36 ",CESC," 13,506.12 ",,," 13,118.74 ", Mid Cap ,,
201,JSW ENERGY LIMITED,INE121E01018,JSWENERGY," 13,024.81 ",JSWENERGY," 13,030.12 ",,," 13,027.46 ", Mid Cap ,,
202,"CENTURY TEXTILES & INDUSTRIES LTD.,",INE055A01016,CENTURYTEX," 13,015.54 ",CENTURYTEX," 13,016.69 ",,," 13,016.11 ", Mid Cap ,,
203,L&T TECHNOLOGY SERVICES LIMITED,INE010V01017,LTTS," 12,861.78 ",LTTS," 12,852.65 ",,," 12,857.21 ", Mid Cap ,,
204,ABBOTT INDIA LTD.,INE358A01014,ABBOTINDIA," 12,764.65 ",,,,," 12,764.65 ", Mid Cap ,,
205,TI FINANCIAL HOLDINGS LIMITED,INE149A01033,TIFHL," 12,662.46 ",TIFIN," 12,684.21 ",,," 12,673.34 ", Mid Cap ,,
206,VARUN BEVERAGES LIMITED,INE200M01013,VBL," 12,415.78 ",VBL," 12,432.52 ",,," 12,424.15 ", Mid Cap ,,
207,ICICI SECURITIES LIMITED,INE763G01038,ISEC," 12,363.40 ",ISEC," 12,369.81 ",,," 12,366.61 ", Mid Cap ,,
208,GODREJ AGROVET LIMITED,INE850D01014,GODREJAGRO," 12,285.08 ",GODREJAGRO," 12,292.13 ",,," 12,288.61 ", Mid Cap ,,
209,TORRENT POWER LIMITED,INE813H01021,TORNTPOWER," 12,176.78 ",TORNTPOWER," 12,181.27 ",,," 12,179.03 ", Mid Cap ,,
210,"SUNDRAM FASTENERS LTD.,",INE387A01021,SUNDRMFAST," 12,163.24 ",SUNDRMFAST," 12,173.80 ",,," 12,168.52 ", Mid Cap ,,
211,PC JEWELLER LIMITED,INE785M01013,PCJEWELLER," 12,154.37 ",PCJEWELLER," 12,155.04 ",,," 12,154.71 ", Mid Cap ,,
212,SYMPHONY LIMITED,INE225D01027,SYMPHONY," 12,040.85 ",SYMPHONY," 12,044.81 ",,," 12,042.83 ", Mid Cap ,,
213,KRBL LTD.,INE001B01026,KRBL," 12,008.35 ",KRBL," 12,015.89 ",,," 12,012.12 ", Mid Cap ,,
214,SYNGENE INTERNATIONAL LIMITED,INE398R01022,SYNGENE," 11,962.72 ",SYNGENE," 11,984.64 ",,," 11,973.68 ", Mid Cap ,,
215,PI INDUSTRIES LIMITED,INE603J01030,PIIND," 11,948.69 ",PIIND," 11,959.47 ",,," 11,954.08 ", Mid Cap ,,
216,RELIANCE INFRASTRUCTURE LTD,INE036A01016,RELINFRA," 11,925.22 ",RELINFRA," 11,928.63 ",,," 11,926.93 ", Mid Cap ,,
217,CITY UNION BANK LTD,INE491A01021,CUB," 11,856.65 ",CUB," 11,856.04 ",,," 11,856.35 ", Mid Cap ,,
218,HEG LTD.,INE545A01016,HEG," 11,828.95 ",HEG," 11,833.57 ",,," 11,831.26 ", Mid Cap ,,
219,HEXAWARE TECHNOLOGIES LTD.,INE093A01033,HEXAWARE," 11,719.10 ",HEXAWARE," 11,729.74 ",,," 11,724.42 ", Mid Cap ,,
220,GUJARAT GAS LIMITED,INE844O01022,GUJGAS," 11,679.81 ",GUJGASLTD," 11,688.85 ",,," 11,684.33 ", Mid Cap ,,
221,JM FINANCIAL LIMITED,INE780C01023,JMFINANCIL," 11,669.61 ",JMFINANCIL," 11,632.09 ",,," 11,650.85 ", Mid Cap ,,
222,ADITYA BIRLA FASHION AND RETAIL LIMITED,INE647O01011,ABFRL," 11,625.83 ",ABFRL," 11,630.88 ",,," 11,628.36 ", Mid Cap ,,
223,RELIANCE POWER LIMITED,INE614G01033,RPOWER," 11,457.02 ",RPOWER," 11,458.38 ",,," 11,457.70 ", Mid Cap ,,
224,RELIANCE CAPITAL LIMITED,INE013A01015,RELCAPITAL," 11,444.09 ",RELCAPITAL," 11,446.37 ",,," 11,445.23 ", Mid Cap ,,
225,SANOFI INDIA LTD,INE058A01010,SANOFI," 11,431.20 ",SANOFI," 11,439.50 ",,," 11,435.35 ", Mid Cap ,,
226,GMR INFRASTRUCTURE LIMITED,INE776C01039,GMRINFRA," 11,424.24 ",GMRINFRA," 11,421.32 ",,," 11,422.78 ", Mid Cap ,,
227,HATSUN AGRO PRODUCTS LTD.,INE473B01035,HATSUN," 11,409.72 ",HATSUN," 11,404.32 ",,," 11,407.02 ", Mid Cap ,,
228,AJANTA PHARMA LTD.,INE031B01049,AJANTPHARM," 11,294.05 ",AJANTPHARM," 11,291.70 ",,," 11,292.88 ", Mid Cap ,,
229,"SRF LTD.,",INE647A01010,SRF," 11,240.75 ",SRF," 11,246.35 ",,," 11,243.55 ", Mid Cap ,,
230,RAIN INDUSTRIES LIMITED,INE855B01025,RAIN," 11,199.24 ",RAIN," 11,200.79 ",,," 11,200.01 ", Mid Cap ,,
231,FUTURE CONSUMER LIMITED,INE220J01025,FCONSUMER," 11,204.96 ",FCONSUMER," 11,117.48 ",,," 11,161.22 ", Mid Cap ,,
232,PRESTIGE ESTATES PROJECTS LIMITED,INE811K01011,PRESTIGE," 11,116.35 ",PRESTIGE," 11,118.87 ",,," 11,117.61 ", Mid Cap ,,
233,TRENT LTD [LAKME LTD],INE849A01020,TRENT," 11,030.21 ",TRENT," 11,032.21 ",,," 11,031.21 ", Mid Cap ,,
234,GUJARAT STATE PETRONET LTD.,INE246F01010,GSPL," 10,813.38 ",GSPL," 10,824.12 ",,," 10,818.75 ", Mid Cap ,,
235,"ESCORTS LIMITED,",INE042A01014,ESCORTS," 10,801.46 ",ESCORTS," 10,804.70 ",,," 10,803.08 ", Mid Cap ,,
236,ASTRAL POLY TECHNIK LTD,INE006I01046,ASTRAL," 10,732.81 ",ASTRAL," 10,737.88 ",,," 10,735.34 ", Mid Cap ,,
237,ADANI POWER LIMITED,INE814H01011,ADANIPOWER," 10,731.15 ",ADANIPOWER," 10,728.82 ",,," 10,729.99 ", Mid Cap ,,
238,"ARVIND LTD.,",INE034A01011,ARVIND," 10,632.92 ",ARVIND," 10,640.56 ",,," 10,636.74 ", Mid Cap ,,
239,ERIS LIFESCIENCES LIMITED,INE406M01024,ERIS," 10,608.72 ",ERIS," 10,627.30 ",,," 10,618.01 ", Mid Cap ,,
240,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,INE232I01014,SPARC," 10,525.14 ",SPARC," 10,483.70 ",,," 10,504.42 ", Mid Cap ,,
241,"FINOLEX CABLES LTD.,",INE235A01022,FINCABLES," 10,481.04 ",FINCABLES," 10,491.37 ",,," 10,486.21 ", Mid Cap ,,
242,"PFIZER LTD.,",INE182A01018,PFIZER," 10,461.04 ",PFIZER," 10,480.15 ",,," 10,470.59 ", Mid Cap ,,
243,TV18 BROADCAST LTD.,INE886H01027,IBN18," 10,350.03 ",TV18BRDCST," 10,351.21 ",,," 10,350.62 ", Mid Cap ,,
244,DISH TV INDIA LIMITED,INE836F01026,DISHTV," 10,487.09 ",DISHTV," 10,099.43 ",,," 10,293.26 ", Mid Cap ,,
245,UNION BANK OF INDIA,INE692A01016,UNIONBANK," 10,345.65 ",UNIONBANK," 10,096.80 ",,," 10,221.23 ", Mid Cap ,,
246,"BOMBAY BURMAH TRADING CORPN. LTD.,",INE050A01025,BBTC," 10,177.62 ",BBTC," 10,182.58 ",,," 10,180.10 ", Mid Cap ,,
247,MINDA INDUSTRIES LTD.,INE405E01023,MINDAIND," 10,163.41 ",MINDAIND," 10,148.56 ",,," 10,155.98 ", Mid Cap ,,
248,AVANTI FEEDS LTD.,INE871C01038,AVANTI," 10,074.81 ",AVANTIFEED," 10,074.99 ",,," 10,074.90 ", Mid Cap ,,
249,ENGINEERS INDIA LTD.,INE510A01028,ENGINERSIN," 10,022.88 ",ENGINERSIN," 10,022.34 ",,," 10,022.61 ", Mid Cap ,,
250,EIH LTD,INE230A01023,EIHOTEL," 9,982.78 ",EIHOTEL," 9,985.92 ",,," 9,984.35 ", Mid Cap ,,
251,SOLAR INDUSTRIES INDIA LIMITED,INE343H01029,SOLARINDS," 9,844.90 ",SOLARINDS," 9,854.22 ",,," 9,849.56 ",Small Cap,,
252,KEC INTERNATIONAL LTD. (FORMERLY KNOWN AS KEC INFRASTRUCTURES LTD.),INE389H01022,KEC," 9,824.92 ",KEC," 9,822.07 ",,," 9,823.50 ",Small Cap,,
253,ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD," 9,774.63 ",APLLTD," 9,781.92 ",,," 9,778.28 ",Small Cap,,
254,"SUNDARAM CLAYTON LTD.,",INE105A01035,SUNCLAYLTD," 9,759.44 ",SUNCLAYLTD," 9,763.41 ",,," 9,761.43 ",Small Cap,,
255,AARTI INDUSTRIES LTD,INE769A01020,AARTIIND," 9,756.08 ",AARTIIND," 9,765.29 ",,," 9,760.68 ",Small Cap,,
256,"THOMAS COOK (INDIA) LTD.,",INE332A01027,THOMASCOOK," 9,755.47 ",THOMASCOOK," 9,745.50 ",,," 9,750.48 ",Small Cap,,
257,GE T&D INDIA LIMITED,INE200A01026,GET&D," 9,697.51 ",GET&D," 9,710.70 ",,," 9,704.10 ",Small Cap,,
258,V-GUARD INDUSTRIES LTD.,INE951I01027,VGUARD," 9,693.76 ",VGUARD," 9,694.51 ",,," 9,694.13 ",Small Cap,,
259,BATA INDIA LIMITED,INE176A01028,BATAINDIA," 9,668.04 ",BATAINDIA," 9,667.28 ",,," 9,667.66 ",Small Cap,,
260,"THE PHOENIX MILLS LTD.,",INE211B01039,PHOENIXLTD," 9,604.92 ",PHOENIXLTD," 9,611.91 ",,," 9,608.42 ",Small Cap,,
261,INDIABULLS REAL ESTATE LIMITED,INE069I01010,IBREALEST*," 9,553.16 ",IBREALEST," 9,547.90 ",,," 9,550.53 ",Small Cap,,
262,BLUE DART EXPRESS LTD.,INE233B01017,BLUEDART," 9,477.02 ",BLUEDART," 9,482.22 ",,," 9,479.62 ",Small Cap,,
263,MANAPPURAM FINANCE LIMITED,INE522D01027,MANAPPURAM," 9,448.63 ",MANAPPURAM," 9,443.82 ",,," 9,446.22 ",Small Cap,,
264,MAHANAGAR GAS LIMITED,INE002S01010,MGL," 9,338.53 ",MGL," 9,336.91 ",,," 9,337.72 ",Small Cap,,
265,KAJARIA CERAMICS LTD,INE217B01036,KAJARIACER," 9,367.22 ",KAJARIACER," 9,307.72 ",,," 9,337.47 ",Small Cap,,
266,SKF INDIA LTD.,INE640A01023,SKFINDIA," 9,231.58 ",SKFINDIA," 9,229.99 ",,," 9,230.79 ",Small Cap,,
267,SCHAEFFLER INDIA LIMITED,INE513A01014,SCHAEFFLER," 9,000.73 ",SCHAEFFLER," 8,999.21 ",,," 8,999.97 ",Small Cap,,
268,GUJARAT FLUOROCHEMICALS LTD.,INE538A01037,GUJFLUORO," 8,892.56 ",GUJFLUORO," 8,906.54 ",,," 8,899.55 ",Small Cap,,
269,MAHINDRA CIE AUTOMOTIVE LIMITED,INE536H01010,MAHFORG," 8,893.01 ",MAHINDCIE," 8,895.56 ",,," 8,894.28 ",Small Cap,,
270,BASF INDIA LTD,INE373A01013,BASF," 8,862.08 ",BASF," 8,870.12 ",,," 8,866.10 ",Small Cap,,
271,AEGIS LOGISTICS LTD.,INE208C01025,AEGISLOG," 8,835.78 ",AEGISCHEM," 8,841.63 ",,," 8,838.70 ",Small Cap,,
272,AKZO NOBEL INDIA LIMITED,INE133A01011,AKZOINDIA," 8,935.55 ",AKZOINDIA," 8,700.27 ",,," 8,817.91 ",Small Cap,,
273,ASTER DM HEALTHCARE LIMITED,INE914M01019,ASTERDM," 8,707.86 ",ASTERDM," 8,722.49 ",,," 8,715.17 ",Small Cap,,
274,SECURITY AND INTELLIGENCE SERVICES (INDIA) LIMITED,INE285J01010,SIS," 8,616.91 ",SIS," 8,629.51 ",,," 8,623.21 ",Small Cap,,
275,INFIBEAM INCORPORATION LIMITED,INE483S01020,INFIBEAM," 8,539.38 ",INFIBEAM," 8,555.75 ",,," 8,547.57 ",Small Cap,,
276,WOCKHARDT LTD,INE049B01025,WOCKPHARMA," 8,526.05 ",WOCKPHARMA," 8,527.02 ",,," 8,526.54 ",Small Cap,,
277,ASAHI INDIA GLASS LTD.,INE439A01020,ASAHIINDIA," 8,514.86 ",ASAHIINDIA," 8,512.14 ",,," 8,513.50 ",Small Cap,,
278,IDFC LIMITED,INE043D01016,IDFC," 8,498.85 ",IDFC," 8,501.07 ",,," 8,499.96 ",Small Cap,,
279,IRB INFRASTRUCTURE DEVELOPERS LIMITED,INE821I01014,IRB," 8,324.94 ",IRB," 8,327.96 ",,," 8,326.45 ",Small Cap,,
280,IPCA LABORATORIES LTD.,INE571A01020,IPCALAB," 8,282.42 ",IPCALAB," 8,291.49 ",,," 8,286.95 ",Small Cap,,
281,"ATUL LIMITED.,",INE100A01010,ATUL," 8,145.37 ",ATUL," 8,150.45 ",,," 8,147.91 ",Small Cap,,
282,FINOLEX INDUSTRIES LTD.,INE183A01016,FINOLEXIND," 7,968.83 ",FINPIPE," 7,974.77 ",,," 7,971.80 ",Small Cap,,
283,RELAXO FOOTWEARS LTD.,INE131B01039,RELAXO," 7,962.96 ",RELAXO," 7,969.85 ",,," 7,966.40 ",Small Cap,,
284,"LAKSHMI MACHINE WORKS LTD.,",INE269B01029,LAXMIMACH," 7,894.51 ",LAXMIMACH," 7,895.27 ",,," 7,894.89 ",Small Cap,,
285,FUTURE LIFESTYLE FASHIONS LIMITED,INE452O01016,FLFL," 7,811.73 ",FLFL," 7,812.50 ",,," 7,812.12 ",Small Cap,,
286,KARUR VYSYA BANK LTD.,INE036D01028,KARURVYSYA," 7,770.16 ",KARURVYSYA," 7,771.45 ",,," 7,770.81 ",Small Cap,,
287,TTK PRESTIGE LTD.,INE690A01010,TTKPRESTIG," 7,755.08 ",TTKPRESTIG," 7,680.95 ",,," 7,718.02 ",Small Cap,,
288,DELTA CORP LIMITED,INE124G01033,DELTACORP," 7,706.53 ",DELTACORP," 7,700.81 ",,," 7,703.67 ",Small Cap,,
289,CYIENT LIMITED,INE136B01020,CYIENT," 7,667.42 ",CYIENT," 7,663.38 ",,," 7,665.40 ",Small Cap,,
290,FORTIS HEALTHCARE LTD,INE061F01013,FORTIS," 7,607.33 ",FORTIS," 7,612.02 ",,," 7,609.67 ",Small Cap,,
291,SPICEJET LIMITED,INE285B01017,SPICEJET," 7,597.45 ",,,,," 7,597.45 ",Small Cap,,
292,SHEELA FOAM LIMITED,INE916U01025,SFL," 7,499.67 ",SFL," 7,496.62 ",,," 7,498.14 ",Small Cap,,
293,OCL INDIA LTD,INE290B01025,OCL," 7,438.31 ",OCL," 7,445.03 ",,," 7,441.67 ",Small Cap,,
294,VARDHMAN TEXTILES LIMTED,INE825A01012,VTL," 7,396.58 ",VTL," 7,398.40 ",,," 7,397.49 ",Small Cap,,
295,DR. LAL PATHLABS LIMITED,INE600L01024,LALPATHLAB," 7,335.79 ",LALPATHLAB," 7,353.65 ",,," 7,344.72 ",Small Cap,,
296,BLUE STAR LTD,INE472A01039,BLUESTARCO," 7,183.25 ",BLUESTARCO," 7,185.27 ",,," 7,184.26 ",Small Cap,,
297,BHARAT DYNAMICS LIMITED,INE171Z01018,BDL," 7,153.13 ",BDL," 7,173.84 ",,," 7,163.49 ",Small Cap,,
298,NCC LIMITED,INE868B01028,NAGARCON," 7,153.77 ",NCC," 7,135.94 ",,," 7,144.85 ",Small Cap,,
299,KALPATARU POWER TRANSMISSION LTD.,INE220B01022,KALPATPOWR," 7,128.88 ",KALPATPOWR," 7,134.54 ",,," 7,131.71 ",Small Cap,,
300,VIJAYA BANK,INE705A01016,VIJAYABANK," 7,099.27 ",VIJAYABANK," 7,032.78 ",,," 7,066.02 ",Small Cap,,
301,J.K. CEMENT LTD,INE823G01014,JKCEMENT," 7,028.79 ",JKCEMENT," 7,025.63 ",,," 7,027.21 ",Small Cap,,
302,GUJARAT NARMADA VALLEY FERT.CO.LTD,INE113A01013,GNFC," 7,018.89 ",GNFC," 7,024.82 ",,," 7,021.86 ",Small Cap,,
303,DCM SHRIRAM LIMITED,INE499A01024,DCMSHRIRAM," 7,087.26 ",DCMSHRIRAM," 6,940.53 ",,," 7,013.90 ",Small Cap,,
304,JET AIRWAYS (INDIA) LTD,INE802G01018,JETAIRWAYS," 6,990.68 ",JETAIRWAYS," 6,991.55 ",,," 6,991.12 ",Small Cap,,
305,JYOTHY LABORATORIES LIMITED,INE668F01031,JYOTHYLAB," 6,978.68 ",JYOTHYLAB," 6,988.24 ",,," 6,983.46 ",Small Cap,,
306,COCHIN SHIPYARD LIMITED,INE704P01017,COCHINSHIP," 6,967.25 ",COCHINSHIP," 6,968.18 ",,," 6,967.71 ",Small Cap,,
307,CENTURY PLYBOARDS (INDIA) LTD.,INE348B01021,CENTURYPLY," 6,953.90 ",CENTURYPLY," 6,952.16 ",,," 6,953.03 ",Small Cap,,
308,HINDUSTAN COPPER LTD.,INE531E01026,HINDCOPPER," 6,911.49 ",HINDCOPPER," 6,913.47 ",,," 6,912.48 ",Small Cap,,
309,BAJAJ CORP LIMITED,INE933K01021,BAJAJCORP," 6,900.55 ",BAJAJCORP," 6,907.10 ",,," 6,903.83 ",Small Cap,,
310,SYNDICATE BANK,INE667A01018,SYNDIBANK," 7,019.32 ",SYNDIBANK," 6,754.45 ",,," 6,886.89 ",Small Cap,,
311,CHAMBAL FERTILISERS & CHEMICALS LTD,INE085A01013,CHAMBLFERT," 6,880.64 ",CHAMBLFERT," 6,890.94 ",,," 6,885.79 ",Small Cap,,
312,TATA ELXSI LTD,INE670A01012,TATAELXSI," 6,883.27 ",TATAELXSI," 6,884.58 ",,," 6,883.93 ",Small Cap,,
313,JOHNSON CONTROLS-HITACHI AIR CONDITIONING INDIA LTD.,INE782A01015,JCHAC," 6,836.86 ",JCHAC," 6,861.47 ",,," 6,849.17 ",Small Cap,,
314,"CARBORUNDUM UNIVERSAL LTD.,",INE120A01034,CARBORUNIV," 6,772.98 ",CARBORUNIV," 6,773.45 ",,," 6,773.22 ",Small Cap,,
315,INDIAN OVERSEAS BANK,INE565A01014,IOB," 6,879.38 ",IOB," 6,637.35 ",,," 6,758.36 ",Small Cap,,
316,BIRLA CORPORATION LTD.,INE340A01012,BIRLACORPN," 6,630.74 ",BIRLACORPN," 6,623.84 ",,," 6,627.29 ",Small Cap,,
317,GUJARAT PIPAVAV PORT LIMITED,INE517F01014,GPPL," 6,593.26 ",GPPL," 6,596.89 ",,," 6,595.07 ",Small Cap,,
318,COFFEE DAY ENTERPRISES LIMITED,INE335K01011,COFFEEDAY," 6,587.60 ",COFFEEDAY," 6,590.53 ",,," 6,589.06 ",Small Cap,,
319,SADBHAV ENGINEERING LTD.,INE226H01026,SADBHAV," 6,488.66 ",SADBHAV," 6,492.67 ",,," 6,490.66 ",Small Cap,,
320,CAPITAL FIRST LIMITED,INE688I01017,FCH," 6,386.28 ",CAPF," 6,383.77 ",,," 6,385.02 ",Small Cap,,
321,PVR LTD.,INE191H01014,PVR," 6,382.09 ",PVR," 6,383.91 ",,," 6,383.00 ",Small Cap,,
322,"CEAT LTD.,",INE482A01020,CEATLTD," 6,341.32 ",CEATLTD," 6,339.61 ",,," 6,340.46 ",Small Cap,,
323,HIMADRI SPECIALITY CHEMICAL LTD.,INE019C01026,HSCL," 6,326.61 ",HSCL," 6,327.73 ",,," 6,327.17 ",Small Cap,,
324,WELSPUN INDIA LTD,INE192B01031,WELSPUNIND," 6,294.60 ",WELSPUNIND," 6,291.28 ",,," 6,292.94 ",Small Cap,,
325,ITI LIMITED (INDIAN TELEPH.IND.LTD),INE248A01017,ITI," 6,275.35 ",ITI," 6,228.86 ",,," 6,252.10 ",Small Cap,,
326,PERSISTENT SYSTEMS LIMITED,INE262H01013,PERSISTENT," 6,208.43 ",PERSISTENT," 6,212.96 ",,," 6,210.69 ",Small Cap,,
327,RAYMOND LIMITED,INE301A01014,RAYMOND," 6,182.88 ",RAYMOND," 6,181.52 ",,," 6,182.20 ",Small Cap,,
328,RELIANCE COMMUNICATIONS LIMITED,INE330H01018,RCOML," 6,130.45 ",RCOM," 6,127.22 ",,," 6,128.83 ",Small Cap,,
329,SUZLON ENERGY LTD.,INE040H01021,SUZLON," 6,125.76 ",SUZLON," 6,122.67 ",,," 6,124.22 ",Small Cap,,
330,PRISM JOHNSON LIMITED.,INE010A01011,PRSMJOHNSN," 5,976.30 ",PRSMJOHNSN," 5,976.26 ",,," 5,976.28 ",Small Cap,,
331,SUNTECK REALTY LTD,INE805D01034,SUNTECK," 5,952.77 ",SUNTECK," 5,859.73 ",,," 5,906.25 ",Small Cap,,
332,"CAN FIN HOMES LTD.,",INE477A01020,CANFINHOME," 5,883.69 ",CANFINHOME," 5,883.49 ",,," 5,883.59 ",Small Cap,,
333,"MMTC LTD.,",INE123F01029,MMTC," 5,864.56 ",MMTC," 5,867.22 ",,," 5,865.89 ",Small Cap,,
334,REDINGTON (INDIA) LTD.,INE891D01026,REDINGTON," 5,819.01 ",REDINGTON," 5,820.92 ",,," 5,819.97 ",Small Cap,,
335,GE POWER INDIA LIMITED,INE878A01011,GEPIL," 5,776.00 ",GEPIL," 5,786.56 ",,," 5,781.28 ",Small Cap,,
336,"JAIN IRRIGATION SYSTEMS LTD.,",INE175A01038,JISLJALEQS," 5,766.84 ",JISLJALEQS," 5,728.84 ",,," 5,747.84 ",Small Cap,,
337,"BAJAJ ELECTRICALS LTD.,",INE193E01025,BAJAJELEC," 5,728.44 ",BAJAJELEC," 5,727.71 ",,," 5,728.08 ",Small Cap,,
338,NIIT TECHNOLOGIES LIMITED,INE591G01017,NIITTECH," 5,727.09 ",NIITTECH," 5,727.30 ",,," 5,727.20 ",Small Cap,,
339,GRINDWELL NORTON LTD.,INE536A01023,GRINDWELL," 5,702.90 ",GRINDWELL," 5,716.39 ",,," 5,709.64 ",Small Cap,,
340,LEMON TREE HOTELS LIMITED,INE970X01018,LEMONTREE," 5,661.57 ",LEMONTREE," 5,662.57 ",,," 5,662.07 ",Small Cap,,
341,D.B.CORP LIMITED,INE950I01011,DBCORP," 5,652.20 ",DBCORP," 5,651.65 ",,," 5,651.93 ",Small Cap,,
342,NARAYANA HRUDAYALAYA LIMITED,INE410P01011,NH," 5,607.10 ",NH," 5,603.61 ",,," 5,605.35 ",Small Cap,,
343,MOIL LIMITED,INE490G01020,MOIL," 5,497.39 ",MOIL," 5,584.18 ",,," 5,540.78 ",Small Cap,,
344,WESTLIFE DEVELOPMENT LTD,INE274F01020,WESTLIFE," 5,534.25 ",,,,," 5,534.25 ",Small Cap,,
345,STRIDES SHASUN LIMITED,INE939A01011,STAR," 5,529.31 ",STAR," 5,528.40 ",,," 5,528.85 ",Small Cap,,
346,DCB BANK LIMITED,INE503A01015,DCBBANK," 5,511.04 ",DCBBANK," 5,511.75 ",,," 5,511.40 ",Small Cap,,
347,"GREAT EASTERN SHIPPING CO. LTD.,",INE017A01032,GESHIP," 5,498.87 ",GESHIP," 5,447.15 ",,," 5,473.01 ",Small Cap,,
348,NETWORK 18 MEDIA & INVESTMENTS LIMITED,INE870H01013,NETWORK18," 5,446.88 ",NETWORK18," 5,450.21 ",,," 5,448.55 ",Small Cap,,
349,LAURUS LABS LIMITED,INE947Q01010,LAURUSLABS," 5,367.57 ",LAURUSLABS," 5,369.44 ",,," 5,368.51 ",Small Cap,,
350,STAR CEMENT LIMITED,INE460H01021,STARCEMENT," 5,343.75 ",STARCEMENT," 5,342.45 ",,," 5,343.10 ",Small Cap,,
351,"V.I.P. INDUSTRIES LTD.,",INE054A01027,VIPIND," 5,320.02 ",VIPIND," 5,322.35 ",,," 5,321.18 ",Small Cap,,
