name, bse_code, nse_code, industry, cmp, mcap, sales, np, pe, pe5, peg, p2bv, p2sales, ev2ebitda, ev, opm, d2e, dp, dp3, dy, roe3, roce3, cr, sales5, profit5, pledge, piotski, 
R C F, 524230, RCF, Fertilizers, 48.50, 34.72, 0, 0, 2675.70, 1.14, 4.37, 24.20, 21.88, -1.88, 35.46, 5.97, 36.00, 4.67, 124.31, 2.02, 68.35, 9351.47, 6132.54, 3034.70, 2483.01, 2.31, 0.88, 
Rel. Comm., 532712, RCOM, Telecommunications - Service Provider, 0.70, 7.69, 0, 0, 193.59, , , , 21.84, , 0.00, -16.65, 0.65, -71.01, -7230.00, -18.03, 18.65, 3874.00, 46861.59, -4180.00, -5563.00, -18.31, , 
REC Ltd, 532955, RECLTD, Finance - Term-Lending Institutions, 123.60, 27.16, 0, 0, 24409.99, 7.12, 16.92, 4.21, 5.19, 0.99, 36.36, 9.66, 97.20, 87.45, 5796.36, 1.49, 169.55, 28197.93, 267134.83, 34302.94, 32328.02, 2.45, 0.71, 
Redington India, 532805, REDINGTON, Trading, 113.80, 77.81, 0, 0, 4427.75, 0.33, 14.84, 7.64, 10.66, 0.74, 25.12, 17.59, 64.00, 1.98, 520.13, 4.19, 128.00, 47995.99, 4857.96, 3905.98, 3828.16, 9.24, 1.13, 
Relaxo Footwear, 530517, RELAXO, Leather / Leather Products, 498.80, 50.17, 1, 0, 12375.32, 0.10, 21.08, 69.04, 42.41, 3.22, 11.31, 26.95, 332.15, 14.63, 179.24, 29.59, 561.00, 2378.40, 12485.10, 1117.48, 1092.67, 16.92, 11.20, 
Reliance Capital, 500111, RELCAPITAL, Finance & Investments, 22.35, 8.50, 0, 0, 564.80, , -22.02, , 11.67, , 6.15, 5.34, 20.60, 18.45, -552.00, 0.91, 292.75, 22161.00, 44728.80, -949.00, -1202.00, -2.96, 0.08, 
Reliance Inds., 500325, RELIANCE, Refineries, 1304.90, 28.38, 0, 0, 827192.19, 0.79, 12.21, 20.56, 13.59, 1.47, 10.16, 11.01, 1016.40, 14.21, 40233.00, 4.09, 1417.50, 595355.00, 1127394.19, 387110.00, 381184.00, 6.55, 2.14, 
Reliance Infra., 500390, RELINFRA, Engineering - Turnkey Services, 27.70, 5.52, 0, 0, 728.48, 1.25, 6.82, 0.20, 10.34, 0.01, 12.17, 14.79, 26.25, 13.81, -2399.40, 2.51, 380.75, 19317.99, 17605.72, 14181.88, 13918.85, 2.72, 0.05, 
Repco Home Fin, 535322, REPCOHOME, Finance - Housing, 305.15, 10.56, 0, 0, 1909.06, 6.07, 16.76, 8.09, 21.73, 0.50, 6.79, 10.86, 276.00, 90.83, 236.09, 1.48, 482.40, 1230.47, 11128.87, 1527.38, 1464.82, 2.24, 1.25, 
Rites, 541556, RITES, Engineering - Turnkey Services, 264.20, 64.63, 0, 0, 6605.00, 0.00, 16.66, 14.47, 11.69, , 38.03, 25.00, 160.48, 25.59, 456.56, 229.45, 282.55, 2177.42, 3136.38, 2383.83, 2183.83, 14.91, 2.77, 
Reliance Nip.Lif, 540767, RNAM, Finance & Investments, 265.70, 121.05, 1, 0, 16261.84, 0.00, 20.94, 33.26, 30.44, 3.67, 53.11, 30.09, 120.20, 40.16, 488.86, 411.98, 289.05, 1345.61, 15771.37, 2532.25, 1920.25, 20.82, 6.42, 
Reliance Power, 532939, RPOWER, Power Generation And Supply, 2.55, 19.16, 0, 0, 715.31, 1.75, 3.40, 3110.04, 14.87, -96.20, 0.00, 7.34, 2.14, 35.03, -3152.94, 1.00, 32.70, 7992.07, 30900.38, 17385.92, 14580.79, 1.25, 0.04, 
Sadbhav Engg., 532710, SADBHAV, Construction, 135.35, 28.84, 0, 0, 2322.21, 13.34, -0.06, 42.08, 118.40, 1.66, -165.98, 11.01, 105.05, 28.26, 21.13, 1.02, 274.45, 5240.05, 13307.62, 835.00, 817.84, -0.02, 2.78, 
S A I L, 500113, SAIL, Steel - Large, 32.10, 8.81, 0, 0, 13258.99, 1.18, -0.49, 7.45, 12.18, 1.36, 3.16, 2.94, 29.50, 13.27, 1707.23, 1.86, 71.35, 65880.13, 58209.61, 38151.57, 34021.04, -0.30, 0.35, 
Sanofi India, 500674, SANOFI, Pharmaceuticals - Multinational, 5844.55, 10.69, 0, 0, 13460.00, 0.00, 17.36, 34.62, 33.17, 3.85, 50.76, 27.63, 5280.00, 21.67, 388.80, 892.71, 6599.30, 2935.40, 12628.10, 2230.40, 2207.40, 16.92, 6.03, 
SBI Life Insuran, 540719, SBILIFE, Finance & Investments, 827.65, 67.20, 1, 0, 82765.00, 0.00, 18.82, 61.56, 51.47, 4.82, 16.06, 23.24, 495.00, 2.57, 1344.39, , 862.45, 47433.84, 80344.37, 7941.40, 6941.40, 1.05, 10.42, 
St Bk of India, 500112, SBIN, Banks - Public Sector, 255.95, 4.24, 0, 0, 228425.43, 14.30, -0.33, 24.56, 39.91, -0.81, 286.46, 4.61, 245.55, 36.57, 9480.58, 1.10, 373.80, 257716.06, 3357201.89, 234495.66, 233603.20, -0.02, 0.97, 
Schaeffler India, 505790, SCHAEFFLER, Bearings, 4256.20, 10.97, 0, 0, 13305.19, 0.00, 17.88, 31.25, 33.38, 1.05, 13.28, 27.04, 3835.50, 15.33, 386.47, 105.68, 5836.30, 4666.77, 12467.59, 2782.72, 2751.46, 16.94, 4.78, 
Schneider Elect., 534139, SCHNEIDER, Electric Equipment, 74.60, 6.04, 0, 0, 1783.69, 2.52, -62.64, , 0.00, , 0.00, -7.16, 70.35, 1.56, -41.98, 0.66, 122.45, 1398.27, 2104.75, -63.79, -111.61, -14.57, 76.26, 
S C I, 523598, SCI, Shipping, 44.90, 81.05, 0, 0, 2091.44, 0.77, 6.04, 7.13, 11.06, , 0.00, 4.17, 24.80, 19.36, 306.50, 1.19, 49.70, 3469.47, 6546.65, 7234.16, 6768.36, 3.13, 0.29, 
Sheela Foam, 540203, SFL, Textiles - Jute - Yarn / Products, 1275.65, 18.86, 0, 0, 6222.98, 0.04, 24.41, 44.49, 48.03, 1.23, 0.00, 32.95, 1073.20, 10.27, 139.88, 22.35, 1709.00, 2153.66, 6233.23, 730.10, 705.71, 20.29, 8.52, 
Shankara Build., 540425, SHANKARA, Trading, 313.80, 30.75, 0, 0, 717.01, 0.41, 13.38, 35.78, 41.45, 16.26, 10.41, 21.30, 240.00, 4.00, 20.04, 1.52, 1265.50, 2508.18, 896.95, 479.04, 456.19, 8.75, 1.50, 
Shilpa Medicare, 530549, SHILPAMED, Pharmaceuticals - Indian - Bulk Drugs, 270.90, 41.98, 0, 0, 2208.56, 0.16, 9.89, 28.14, 35.51, 5.78, 5.72, 10.66, 190.80, 18.22, 94.36, 21.14, 435.05, 696.22, 2308.05, 1197.58, 1189.43, 8.10, 1.84, 
S H Kelkar & Co., 539450, SHK, Chemicals, 137.45, 31.15, 0, 0, 1942.45, 0.40, 11.95, 22.01, 37.72, 6.47, 17.03, 15.35, 104.80, 13.45, 88.26, 6.94, 217.70, 1081.59, 2243.15, 863.35, 718.73, 10.22, 2.25, 
Shoppers St., 532638, SHOPERSTOP, Textiles - Products, 429.25, 26.77, 0, 0, 3776.97, 0.04, 2.88, 52.88, 155.27, 3.37, 11.28, 12.20, 338.60, 9.99, 71.42, 2.99, 560.35, 3487.16, 3800.24, 977.65, 933.65, 2.43, 3.86, 
Shree Cement, 500387, SHREECEM, Cement - North India, 18593.75, 41.94, 0, 0, 64780.63, 0.29, 15.24, 54.84, 39.06, 14.82, 23.66, 16.22, 13100.00, 25.49, 1034.60, 6.54, 22399.90, 11688.50, 67270.80, 9597.39, 9562.55, 11.35, 6.75, 
Shri.City Union., 532498, SHRIRAMCIT, Finance & Investments, 1321.90, 8.21, 0, 0, 8724.01, 3.53, 14.07, 8.62, 19.46, 0.63, 16.39, 11.88, 1221.55, 61.95, 1012.47, 1.76, 1900.00, 5884.28, 30010.54, 6391.32, 6325.33, 2.98, 1.36, 
Siemens, 500550, SIEMENS, Electric Equipment, 1543.25, 83.50, 0, 0, 54958.26, 0.00, 11.05, 53.07, 47.37, 1.38, 30.25, 16.70, 841.00, 11.03, 1035.60, 203.32, 1565.00, 13494.30, 51312.56, 8494.90, 8423.70, 10.67, 6.47, 
Security & Intel, 540673, SIS, Miscellaneous, 861.85, 22.70, 0, 0, 6318.95, 0.78, 19.84, 25.18, 39.73, 0.97, 9.23, 17.37, 702.40, 5.39, 250.99, 2.93, 994.00, 7490.30, 6750.98, 2416.82, 1176.58, 9.24, 5.06, 
SJVN, 533206, SJVN, Power Generation And Supply, 24.30, 11.21, 0, 0, 9549.40, 0.19, 12.56, 6.23, 8.50, 1.30, 68.73, 14.35, 21.85, 75.43, 1491.23, 17.47, 30.50, 2766.04, 8798.43, 11238.78, 7308.98, 9.74, 0.85, 
SKF India, 500472, SKFINDIA, Bearings, 2167.90, 33.82, 0, 0, 10717.66, 0.05, 16.38, 32.20, 31.07, 2.48, 20.04, 24.68, 1620.00, 15.54, 332.89, 61.51, 2232.30, 3058.96, 10204.24, 1696.94, 1647.50, 15.53, 6.32, 
Sobha, 532784, SOBHA, Construction, 475.15, 24.94, 0, 0, 4506.60, 1.17, 8.62, 13.45, 18.80, 2.82, 22.65, 10.88, 380.30, 19.15, 335.10, 2.94, 588.00, 4021.10, 6933.34, 2229.06, 2134.26, 4.54, 2.02, 
Solar Inds., 532725, SOLARINDS, Chemicals, 1102.15, 19.33, 1, 0, 9973.36, 0.49, 21.97, 37.90, 36.29, 2.35, 24.36, 24.59, 923.60, 19.84, 263.17, 8.80, 1311.00, 2466.88, 10485.00, 1238.33, 1220.23, 14.15, 8.05, 
Somany Ceramics, 531548, SOMANYCERA, Ceramics - Tiles / Sanitaryware, 196.15, 6.03, 0, 0, 831.27, 0.94, 13.88, 15.09, 31.97, 1.15, 15.40, 16.79, 185.00, 9.37, 46.21, 2.96, 472.00, 1733.27, 1365.50, 613.01, 604.53, 7.00, 1.36, 
Sonata Software, 532221, SONATSOFTW, Computers - Software - Medium / Small, 312.95, 18.09, 1, 0, 3292.23, 0.02, 31.02, 12.76, 12.57, 0.48, 56.49, 40.27, 265.00, 11.18, 258.65, 56.46, 367.45, 3147.21, 3108.64, 768.26, 757.87, 27.24, 4.29, 
South Ind.Bank, 532218, SOUTHBANK, Banks - Private Sector, 10.70, 5.94, 0, 0, 1936.40, 15.99, 6.64, 6.50, 9.91, -0.49, 19.42, 6.39, 10.10, 66.73, 297.75, 1.09, 18.55, 7117.46, 82436.97, 5335.33, 5154.36, 0.43, 0.36, 
SPARC, 532872, SPARC, Miscellaneous, 119.50, 11.68, 0, 0, 3131.47, 0.01, -102.29, , 113.79, , 0.00, -95.45, 107.00, -99.53, -175.14, -264.36, 340.00, 183.38, 3132.43, 296.24, 270.03, -97.31, 10.57, 
SpiceJet, 500285, SPICEJET, Transport - Airlines, 122.85, 102.72, 0, 0, 7367.54, , , , 11.97, , 0.00, 43.13, 60.60, 5.29, -16.34, 0.93, 156.90, 9894.92, 8399.40, -350.68, -950.40, 27.89, , 
SREI Infra. Fin., 523756, SREINFRA, Finance & Investments, 7.85, 4.67, 0, 0, 394.93, 8.08, 8.32, 1.01, 16.46, 0.04, 7.39, 10.85, 7.50, 76.57, 389.90, 1.15, 40.60, 6532.31, 31617.73, 4111.17, 3607.93, 1.03, 0.10, 
SRF, 503806, SRF, Textiles - Manmade, 2683.00, 65.96, 0, 0, 15422.02, 0.90, 15.87, 22.13, 19.59, 0.70, 13.25, 13.22, 1616.65, 18.18, 697.02, 5.22, 3090.00, 7722.08, 18953.33, 4127.67, 4070.19, 8.52, 3.73, 
Shriram Trans., 511218, SRTRANSFIN, Finance & Investments, 1045.15, 15.83, 0, 0, 23712.36, 5.55, 16.35, 9.03, 16.33, 0.59, 9.33, 11.80, 902.30, 73.26, 2625.32, 1.50, 1297.00, 15854.04, 107645.28, 15836.26, 15609.38, 2.43, 1.50, 
Strides Pharma, 532531, STAR, Pharmaceuticals - Indian - Bulk Drugs & Formln, 309.05, 4.04, 0, 0, 2767.53, 1.22, 18.50, 8.42, 24.63, -0.29, 7.01, 12.60, 297.05, 12.90, 335.93, 2.84, 551.40, 3045.97, 5472.35, 2648.71, 2559.16, 7.64, 1.04, 
Star Cement, 540575, STARCEMENT, Cement - North India, 92.85, 9.24, 0, 0, 3892.54, 0.04, 20.54, 13.23, 14.26, 0.09, 4.23, 18.20, 85.00, 24.22, 294.13, 29.25, 140.00, 1773.98, 3755.05, 1723.66, 1681.74, 13.09, 2.26, 
Sterlite Tech., 532374, STRTECH, Cables - Telephone, 151.40, 56.73, 0, 0, 6111.81, 1.20, 33.37, 10.48, 25.30, 0.14, 21.01, 27.22, 96.60, 21.23, 583.42, 7.91, 399.90, 5642.36, 7945.25, 1719.31, 1638.79, 13.78, 3.55, 
Sudarshan Chem., 506655, SUDARSCHEM, Dyes And Pigments, 372.15, 28.24, 1, 0, 2576.29, 0.52, 20.31, 29.21, 18.82, 1.51, 27.37, 18.95, 290.20, 14.16, 100.39, 11.50, 424.45, 1488.24, 2882.12, 598.59, 584.74, 11.08, 4.30, 
Sundram Fasten., 500403, SUNDRMFAST, Fasteners, 470.30, 17.84, 1, 0, 9881.00, 0.42, 25.66, 23.42, 23.68, 0.84, 26.93, 26.81, 399.10, 18.48, 421.86, 17.71, 595.75, 3972.67, 10671.53, 1907.05, 1886.04, 17.86, 5.18, 
Sun Pharma.Inds., 524715, SUNPHARMA, Pharmaceuticals - Indian - Bulk Drugs & Formln, 386.55, 12.19, 0, 0, 92746.29, 0.25, 11.94, 22.90, 42.29, -3.84, 19.90, 14.09, 344.55, 22.16, 3105.59, 11.22, 640.75, 30216.10, 95985.05, 41409.06, 41169.13, 8.67, 2.24, 
Sunteck Realty, 512179, SUNTECK, Construction, 407.10, 37.70, 0, 0, 5957.70, 0.22, 9.76, 30.95, 26.64, 3.58, 9.30, 12.51, 295.65, 37.90, 192.51, 8.87, 533.35, 819.70, 6444.40, 2833.54, 2819.51, 6.97, 2.10, 
Sun TV Network, 532733, SUNTV, Entertainment / Electronic Media Software, 477.90, 22.74, 1, 0, 18833.30, 0.00, 25.77, 13.77, 25.65, 1.01, 32.49, 39.31, 389.35, 68.94, 1367.59, 602.83, 683.80, 3644.24, 18362.40, 5440.52, 5243.48, 25.62, 3.46, 
Suprajit Engg., 532509, SUPRAJIT, Auto Ancillaries, 174.55, 19.55, 1, 0, 2441.47, 0.47, 21.56, 18.80, 26.24, 0.86, 15.86, 22.69, 146.00, 14.37, 129.84, 9.09, 249.00, 1591.52, 2757.00, 775.08, 761.09, 13.33, 3.15, 
Supreme Inds., 509930, SUPREMEIND, Plastics Products, 1220.60, 30.43, 1, 0, 15504.90, 0.08, 23.66, 39.62, 29.09, 5.93, 38.80, 30.77, 935.85, 13.27, 399.43, 23.85, 1247.65, 5698.46, 15630.01, 2153.97, 2128.56, 20.53, 7.20, 
Suven Life Scie., 530239, SUVEN, Pharmaceuticals - Indian - Bulk Drugs, 272.80, 49.32, 0, 0, 3472.27, 0.04, 16.20, 20.62, 19.43, -17.47, 11.70, 22.02, 182.70, 38.06, 168.40, 63.07, 304.75, 670.83, 3496.92, 993.61, 980.88, 15.09, 3.49, 
Suzlon Energy, 532667, SUZLON, Electric Equipment, 2.20, 7.32, 0, 0, 1170.35, , , , 11.71, , 0.00, 19.91, 2.05, 4.38, -1292.85, -0.06, 8.40, 4590.42, 12647.76, -8497.61, -9561.56, -12.08, , 
Swan Energy, 503310, SWANENERGY, Textiles - Products, 106.75, 16.99, 0, 0, 2607.44, 1.17, -1.07, , 1744.46, , 76.81, 3.20, 91.25, 8.72, -5.31, 1.30, 137.30, 891.62, 3644.31, 923.66, 899.23, -0.40, 2.82, 
Symphony, 517385, SYMPHONY, Domestic Appliances, 1283.55, 58.10, 1, 0, 8979.33, 0.28, 29.29, 76.86, 61.98, 6.00, 23.13, 38.26, 811.85, 15.45, 105.00, 18.40, 1589.10, 990.00, 9113.43, 666.07, 652.07, 29.36, 13.48, 
Syngene Intl., 539268, SYNGENE, Pharmaceuticals - Indian - Bulk Drugs & Formln, 307.70, 23.06, 0, 0, 12308.00, 0.41, 19.46, 36.57, 35.98, 1.88, 5.51, 16.65, 250.05, 29.74, 336.60, 14.28, 369.00, 1840.50, 12685.90, 2167.20, 1767.20, 12.28, 6.26, 
Take Solutions, 532890, TAKE, Computers - Software - Medium / Small, 103.10, 9.97, 0, 0, 1525.20, 0.31, 14.34, 9.03, 13.93, 0.36, 10.65, 14.74, 93.75, 17.84, 168.99, 7.91, 194.70, 2154.20, 1929.48, 1518.24, 1503.62, 11.10, 1.00, 
Tata Chemicals, 500770, TATACHEM, Chemicals, 582.30, 7.24, 0, 0, 14834.67, 0.50, 15.05, 13.08, 13.88, 0.52, 26.27, 13.60, 543.00, 19.16, 1189.64, 5.68, 727.40, 11448.86, 19025.91, 12341.27, 12086.45, 6.90, 1.20, 
Tata Coffee, 532301, TATACOFFEE, Tea, 74.65, 11.42, 0, 0, 1394.24, 0.98, 9.50, 24.11, 19.65, -1.29, 29.55, 12.62, 67.00, 13.84, 69.28, 4.10, 106.60, 1848.49, 2498.40, 1180.28, 1161.60, 4.47, 1.18, 
Tata Elxsi, 500408, TATAELXSI, Computers - Software - Medium / Small, 675.05, 13.98, 1, 0, 4203.97, 0.00, 35.84, 15.67, 29.22, 0.51, 28.68, 54.11, 592.25, 24.00, 268.25, 300.49, 1211.40, 1576.60, 3688.16, 942.76, 880.48, 34.90, 4.46, 
Tata Global, 500800, TATAGLOBAL, Tea, 270.65, 52.87, 0, 0, 17081.53, 0.16, 6.40, 39.31, 29.86, -119.12, 35.55, 10.03, 177.05, 10.92, 417.28, 14.14, 287.70, 7346.04, 17189.02, 7331.69, 7268.58, 4.83, 2.33, 
Tata Inv.Corpn., 501301, TATAINVEST, Finance & Investments, 809.95, 23.85, 0, 0, 4097.97, 0.00, 3.04, 28.01, 21.07, -7.49, 68.19, 3.47, 654.00, 89.78, 146.31, 5254.33, 933.00, 175.77, 4081.41, 7820.22, 7769.62, 4.29, 0.52, 
Tata Metaliks, 513434, TATAMETALI, Steel - Pig Iron, 528.80, 10.07, 0, 0, 1485.13, 0.06, 45.73, 8.68, 7.30, 0.35, 5.21, 31.03, 480.40, 13.05, 171.13, 5.94, 715.90, 2186.60, 1498.50, 767.08, 738.99, 19.90, 1.94, 
Tata Motors, 500570, TATAMOTORS, Automobiles - LCVs / HCVs, 115.30, 8.77, 0, 0, 35915.00, 1.76, 5.79, , 13.38, , 0.00, 6.25, 106.00, 7.83, -30622.20, 0.63, 239.35, 296917.03, 109441.52, 60179.56, 59500.34, 2.37, 0.60, 
Tata Power Co., 500400, TATAPOWER, Power Generation And Supply, 59.35, 17.87, 0, 0, 16052.83, 2.90, 3.24, 21.08, 56.01, 9.37, 23.29, 7.33, 50.35, 19.49, 671.30, 1.41, 86.15, 30022.19, 63771.42, 16721.16, 16450.66, 0.71, 0.88, 
Tata Steel, 500470, TATASTEEL, Steel - Large, 351.55, 9.11, 0, 0, 39606.23, 1.51, 8.01, 5.05, 7.20, 0.22, 0.07, 11.33, 322.20, 17.46, 7962.32, 2.84, 610.60, 160768.95, 137067.77, 66650.08, 65505.14, 2.32, 0.57, 
TCNS Clothing, 541700, TCNSBRANDS, Textiles - Products, 749.70, 45.57, 0, 0, 4607.74, 0.00, 24.15, 35.05, 38.29, , 0.00, 35.77, 515.00, 17.28, 131.45, 17.91, 870.00, 1190.99, 4584.87, 618.58, 606.30, 19.79, 7.45, 
TCS, 532540, TCS, Computers - Software - Large, 2059.95, 15.47, 1, 0, 772972.49, 0.00, 33.13, 23.96, 23.02, 2.27, 35.98, 43.65, 1784.00, 26.91, 32263.00, 97.84, 2296.20, 150374.00, 760186.49, 89446.00, 89071.00, 32.31, 8.64, 
Team Lease Serv., 539658, TEAMLEASE, Miscellaneous, 3000.60, 39.55, 0, 0, 5130.06, 0.02, 18.57, 54.00, 48.77, 1.33, 0.00, 18.24, 2150.25, 2.07, 95.00, 14.28, 3210.00, 4677.50, 5017.65, 539.12, 522.02, 16.28, 9.52, 
Tech Mahindra, 532755, TECHM, Computers - Software - Large, 704.95, 16.11, 1, 0, 68015.01, 0.10, 20.23, 15.64, 16.23, 2.07, 29.85, 24.77, 607.15, 17.75, 4348.64, 39.35, 846.50, 35118.85, 67651.81, 20273.70, 19838.70, 16.02, 3.35, 
Tejas Networks, 540595, TEJASNET, Telecommunications - Service Provider, 83.45, 11.27, 0, 0, 768.65, 0.00, 14.35, 7.11, 21.63, 0.06, 2.15, 13.19, 75.00, 19.11, 108.06, 7.34, 291.80, 826.38, 645.60, 1325.75, 1230.57, 12.76, 0.58, 
Thermax, 500411, THERMAX, Engineering, 1140.10, 30.59, 0, 0, 13585.01, 0.08, 10.55, 35.59, 45.44, 3.67, 27.87, 16.27, 873.05, 7.68, 339.22, 34.44, 1198.00, 6330.36, 13456.21, 3014.29, 2991.77, 9.44, 4.51, 
Thomas Cook (I), 500413, THOMASCOOK, Travel Agencies, 141.30, 16.78, 0, 0, 5240.98, 0.04, 2.47, 141.46, 85.42, 23.90, 16.10, 5.08, 121.00, 1.24, 37.05, 1.40, 264.40, 6836.28, 4567.85, 8893.28, 8856.19, 1.88, 0.59, 
Thyrocare Tech., 539871, THYROCARE, Healthcare, 506.15, 24.47, 1, 0, 2672.40, 0.00, 19.15, 26.74, 48.53, 1.81, 93.98, 31.14, 406.65, 40.08, 99.95, 222.90, 677.95, 381.59, 2663.35, 455.78, 402.98, 18.51, 5.86, 
Tube Investments, 540762, TIINDIA, Miscellaneous, 380.90, 48.79, 0, 0, 7153.36, 0.41, 16.90, 27.82, 29.10, , 12.02, 19.22, 256.00, 9.95, 257.10, 9.31, 434.00, 5679.64, 7705.23, 1475.41, 1456.63, 10.81, 4.85, 
Time Technoplast, 532856, TIMETECHNO, Plastics Products, 58.35, 6.58, 0, 0, 1319.57, 0.50, 12.52, 6.49, 12.73, 0.39, 10.02, 15.47, 54.75, 14.50, 203.23, 3.73, 135.05, 3650.40, 2092.84, 1669.17, 1646.56, 7.92, 0.79, 
Timken India, 522113, TIMKEN, Bearings, 792.95, 59.92, 0, 0, 5964.47, 0.02, 14.97, 35.36, 41.17, 1.33, 6.48, 22.03, 495.85, 19.13, 168.70, 175.82, 816.90, 1684.40, 5963.55, 1340.75, 1265.54, 14.37, 4.45, 
Titan Company, 500114, TITAN, Diamond Cutting / Jewellery, 1280.60, 75.02, 1, 0, 113689.90, 0.39, 23.66, 79.44, 54.90, 5.75, 31.17, 25.02, 731.70, 10.15, 1431.14, 27.62, 1345.55, 20478.58, 115016.40, 6070.15, 5981.37, 17.10, 18.73, 
T N Newsprint, 531426, TNPL, Paper, 203.10, 34.46, 0, 0, 1405.66, 1.19, 7.39, 7.17, 8.15, -2.48, -2.50, 9.92, 151.05, 17.56, 146.80, 2.33, 295.00, 4108.51, 3312.87, 1651.51, 1582.30, 2.83, 0.85, 
Torrent Pharma., 500420, TORNTPHARM, Pharmaceuticals - Indian - Bulk Drugs & Formln, 1616.25, 11.31, 0, 0, 27350.18, 1.28, 16.15, 34.93, 31.59, -17.55, 42.09, 14.44, 1452.00, 26.18, 489.00, 2.92, 1964.00, 7823.00, 32572.24, 4724.35, 4639.73, 8.49, 5.79, 
Torrent Power, 532779, TORNTPOWER, Power Generation And Supply, 282.60, 30.50, 0, 0, 13582.23, 1.08, 9.67, 14.32, 21.79, 0.24, 25.63, 11.91, 216.55, 24.45, 948.36, 2.41, 313.80, 13358.97, 22969.38, 8970.23, 8489.61, 3.84, 1.51, 
Trent, 500251, TRENT, Trading, 478.65, 52.92, 0, 0, 17015.41, 0.29, 7.18, 115.43, 76.91, 3.10, 32.57, 10.43, 313.00, 12.17, 147.08, 3.44, 529.00, 2708.25, 17458.60, 1696.80, 1663.57, 5.63, 10.03, 
Trident, 521064, TRIDENT, Textiles - Products, 58.15, 11.83, 0, 0, 2963.30, 0.83, 11.86, 6.79, 9.63, 0.54, 30.88, 10.38, 52.00, 20.06, 436.37, 6.24, 75.70, 5393.65, 5373.94, 2931.29, 2421.69, 5.71, 1.01, 
Triveni Turbine, 533655, TRITURBINE, Electric Equipment, 104.50, 29.81, 1, 0, 3378.54, 0.00, 25.80, 30.19, 36.40, 3.86, 22.15, 39.11, 80.50, 18.64, 111.92, 80.70, 126.35, 881.86, 3351.43, 433.39, 401.06, 26.01, 7.80, 
TTK Prestige, 517506, TTKPRESTIG, Domestic Appliances, 6128.90, 45.49, 0, 0, 8495.52, 0.00, 17.66, 44.51, 41.90, 3.63, 17.91, 24.84, 4212.50, 14.46, 190.88, 145.03, 7741.66, 1982.75, 8432.94, 1155.91, 1142.11, 17.57, 7.36, 
TV18 Broadcast, 532800, TV18BRDCST, Entertainment / Electronic Media Software, 24.05, 33.24, 0, 0, 4123.04, 0.46, 1.74, 17.58, 399.73, 3.17, 0.00, 2.82, 18.05, 6.96, 221.69, 2.62, 40.90, 5052.02, 5562.98, 3498.20, 3155.33, 1.14, 1.18, 
TVS Motor Co., 532343, TVSMOTOR, Automobiles - Motorcycles / Mopeds, 419.60, 24.05, 1, 0, 19935.20, 0.42, 23.64, 29.94, 34.32, 1.45, 23.25, 23.70, 338.25, 7.93, 665.83, 11.44, 594.00, 18510.09, 21291.34, 3347.32, 3299.81, 16.37, 5.96, 
TVS Srichakra, 509243, TVSSRICHAK, Tyres, 1779.70, 21.07, 1, 0, 1363.25, 0.56, 20.78, 14.28, 13.54, 0.85, 26.92, 23.13, 1470.00, 10.77, 95.46, 4.78, 2742.40, 2386.40, 1759.48, 743.15, 735.49, 13.10, 1.83, 
T.V. Today Netw., 532515, TVTODAY, Entertainment / Electronic Media Software, 306.65, 29.28, 1, 0, 1829.51, 0.00, 18.40, 12.76, 18.44, 0.76, 10.71, 28.27, 237.20, 27.24, 143.42, 194.87, 424.40, 782.78, 1539.45, 836.36, 806.53, 18.16, 2.19, 
United Breweries, 532478, UBL, Breweries & Distilleries, 1324.80, 22.33, 0, 0, 35027.71, 0.07, 15.44, 69.31, 82.69, 3.46, 12.81, 21.65, 1083.00, 16.02, 505.40, 27.67, 1493.75, 6655.05, 35194.08, 3181.89, 3155.45, 12.86, 11.01, 
UCO Bank, 532505, UCOBANK, Banks - Public Sector, 11.95, 1.27, 0, 0, 8797.83, 14.95, -31.12, , 5.66, , 0.00, 3.62, 11.80, 28.96, -4288.65, 0.57, 23.50, 14415.36, 190596.19, 15733.17, 8370.97, -1.62, 0.64, 
Uflex, 500148, UFLEX, Packaging, 210.45, 16.27, 0, 0, 1519.66, 0.49, 8.47, 4.90, 4.82, 0.55, 5.50, 9.89, 181.00, 12.57, 310.42, 2.87, 321.80, 8030.64, 3336.60, 4304.33, 4232.12, 5.47, 0.35, 
Ujjivan Fin.Ser., 539874, UJJIVAN, Finance & Investments, 311.35, 87.00, 0, 0, 3781.99, 6.31, , 17.54, 71.00, , 12.92, , 166.50, 50.24, 215.67, 1.36, 371.60, 2107.43, 14526.93, 1877.88, 1756.52, 333.54, 2.01, 
UltraTech Cem., 532538, ULTRACEMCO, Cement - North India, 4212.60, 29.20, 0, 0, 115699.27, 0.80, 9.73, 38.43, 39.37, 12.81, 12.02, 11.75, 3260.45, 20.14, 3010.49, 3.70, 4904.95, 38656.65, 137810.45, 28388.31, 28113.66, 6.30, 4.08, 
Union Bank (I), 532477, UNIONBANK, Banks - Public Sector, 50.90, 3.98, 0, 0, 8973.75, 17.32, -10.46, , 9.30, , 0.00, 4.47, 48.95, 48.10, -2852.56, 0.86, 100.40, 34263.47, 424706.87, 26487.01, 24723.99, -0.54, 0.34, 
